loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,is_default
193245,1561,5000.0,3,7.39,155.28,A,A4,公务员,世界五百强,文化和体育业,10+ years,0,1,0,1,4,2016-05-01,0,221.0,8,24.09,0.0,665.0,669.0,1.0,0,0,0.0,4932.0,31.0,0.0,May-1989,0.0,1.0,4.0,0.0,3.0,13.0,9.0,0.0,0.0
74745,1562,5000.0,3,7.39,155.28,A,A4,其他,政府机构,金融业,10+ years,0,0,1,1,3,2016-05-01,4,697.0,39,14.52,1.0,670.0,674.0,0.0,0,0,0.0,8593.0,51.5,0.0,Sep-1986,4.0,1.0,3.0,0.0,6.0,21.0,7.0,1.0,0.0
548320,1563,25000.0,3,15.58,873.76,D,D3,职员,政府机构,建筑业,2 years,1,1,2,1,1,2010-10-01,4,17.0,13,19.48,0.0,695.0,699.0,0.0,0,0,0.0,65572.0,72.5,1.0,Feb-1986,28.0,1.0,,,,,,,0.0
444933,1564,15600.0,3,8.24,490.58,B,B1,公务员,上市企业,建筑业,3 years,1,1,0,0,0,2016-11-01,0,40.0,11,24.14,0.0,760.0,764.0,0.0,0,0,0.0,6124.0,14.2,0.0,Nov-2006,0.0,1.0,2.0,0.0,17.0,20.0,7.0,0.0,0.0
443849,1565,18850.0,3,10.91,616.33,B,B4,职员,政府机构,电力、热力生产供应业,1 year,1,0,2,0,0,2017-07-01,0,48.0,10,45.44,0.0,675.0,679.0,0.0,21,1176,388.9104767234815,18861.0,87.7,0.0,May-2004,0.0,1.0,3.0,0.0,9.0,7.0,6.0,0.0,0.0
356934,1566,24000.0,3,7.89,750.86,A,A5,工人,政府机构,电力、热力生产供应业,< 1 year,1,2,2,1,3,2015-03-01,0,551.0,13,15.27,0.0,690.0,694.0,0.0,0,0,0.0,32302.0,64.5,0.0,Feb-1980,0.0,1.0,8.0,0.0,6.0,15.0,12.0,0.0,0.0
584366,1567,15000.0,5,13.44,344.69,C,C3,其他,高等教育机构,金融业,< 1 year,1,0,0,0,0,2015-12-01,0,25.0,13,18.44,0.0,710.0,714.0,1.0,0,0,0.0,13616.0,37.0,0.0,May-2002,0.0,1.0,9.0,0.0,4.0,12.0,8.0,0.0,0.0
429263,1568,2000.0,3,15.61,69.93,D,D1,工人,上市企业,金融业,2 years,1,0,0,1,3,2015-07-01,5,167.0,8,24.87,0.0,685.0,689.0,0.0,0,0,0.0,7891.0,75.2,0.0,Sep-2005,6.0,1.0,5.0,0.0,7.0,7.0,5.0,0.0,0.0
722083,1569,1000.0,3,14.47,34.41,C,C2,其他,普通企业,金融业,2 years,0,0,0,0,0,2018-07-01,2,359.0,43,39.35,0.0,710.0,714.0,1.0,0,0,0.0,5387.0,36.9,0.0,May-2005,5.0,1.0,2.0,0.0,6.0,6.0,2.0,0.0,0.0
751874,1570,2800.0,3,11.53,92.38,B,B5,公务员,政府机构,交通运输、仓储和邮政业,2 years,0,0,1,1,0,2015-07-01,4,401.0,24,7.58,0.0,675.0,679.0,2.0,0,0,0.0,2655.0,17.9,1.0,Sep-2000,4.0,1.0,3.0,0.0,23.0,9.0,4.0,0.0,0.0
406628,1571,10000.0,3,16.55,354.3,D,D2,其他,高等教育机构,国际组织,10+ years,0,0,2,1,5,2015-04-01,1,167.0,8,21.0,0.0,710.0,714.0,0.0,0,0,0.0,35637.0,59.8,0.0,Feb-1990,1.0,1.0,9.0,0.0,7.0,32.0,18.0,0.0,0.0
204696,1572,19075.0,3,13.11,643.73,B,B4,其他,普通企业,房地产业,7 years,1,1,2,0,0,2012-10-01,0,235.0,8,20.54,0.0,695.0,699.0,0.0,0,0,0.0,9390.0,55.9,1.0,Apr-2006,34245.0,1.0,7.0,0.0,3.0,11.0,7.0,0.0,0.0
784984,1573,8900.0,3,14.85,307.87,C,C5,其他,普通企业,交通运输、仓储和邮政业,< 1 year,0,0,0,0,0,2016-01-01,0,152.0,14,20.26,0.0,680.0,684.0,0.0,0,0,0.0,4509.0,42.0,0.0,Sep-1999,0.0,1.0,6.0,,5.0,6.0,4.0,0.0,1.0
20787,1574,19400.0,5,15.99,471.67,C,C5,工程师,政府机构,住宿和餐饮业,10+ years,1,0,1,1,2,2017-01-01,0,99.0,8,23.47,0.0,695.0,699.0,1.0,0,0,0.0,17706.0,51.2,0.0,Jun-1996,0.0,1.0,6.0,0.0,17.0,14.0,8.0,2.0,0.0
45332,1575,7500.0,3,10.47,243.67,B,B2,其他,政府机构,金融业,10+ years,0,1,0,0,0,2018-07-01,2,512.0,21,37.72,0.0,720.0,724.0,0.0,0,0,0.0,49866.0,58.5,1.0,Jan-2000,5.0,1.0,6.0,0.0,7.0,19.0,8.0,0.0,0.0
86811,1576,20000.0,3,11.14,656.11,B,B2,其他,高等教育机构,房地产业,10+ years,0,1,0,0,0,2012-12-01,4,614.0,3,14.23,0.0,695.0,699.0,0.0,13,1937,584.3454394079049,34303.0,83.5,1.0,Mar-1989,50068.0,1.0,9.0,0.0,3.0,25.0,11.0,0.0,0.0
679426,1577,14000.0,3,11.99,464.94,C,C1,工人,高等教育机构,金融业,,1,0,1,0,0,2016-05-01,4,297.0,18,20.01,0.0,665.0,669.0,0.0,0,0,0.0,22846.0,49.7,0.0,Nov-2001,4.0,1.0,9.0,0.0,2.0,14.0,10.0,0.0,1.0
487676,1578,20000.0,5,20.31,533.34,D,D5,工人,世界五百强,金融业,5 years,0,1,2,1,4,2013-09-01,6,455.0,13,7.07,1.0,735.0,739.0,0.0,0,0,0.0,8444.0,61.6,1.0,Mar-1997,63.0,1.0,2.0,0.0,9.0,10.0,5.0,1.0,0.0
723126,1579,8000.0,3,10.78,261.08,B,B4,职员,世界五百强,住宿和餐饮业,10+ years,1,1,2,1,0,2015-12-01,4,32.0,21,29.02,0.0,735.0,739.0,1.0,0,0,0.0,3131.0,12.1,0.0,Apr-2005,4.0,1.0,3.0,0.0,4.0,13.0,8.0,0.0,0.0
292868,1580,2200.0,3,15.59,76.91,C,C5,工程师,上市企业,金融业,2 years,0,1,2,0,0,2016-09-01,2,188.0,23,14.43,0.0,685.0,689.0,1.0,0,0,0.0,5242.0,88.8,1.0,May-1996,5.0,1.0,3.0,0.0,5.0,6.0,3.0,0.0,1.0
315963,1581,24000.0,3,7.12,742.37,A,A3,其他,政府机构,住宿和餐饮业,,0,1,1,1,0,2014-08-01,0,503.0,8,9.68,0.0,760.0,764.0,0.0,0,0,0.0,33672.0,30.6,0.0,Feb-1976,0.0,1.0,6.0,0.0,1.0,14.0,11.0,0.0,0.0
121343,1582,15000.0,3,11.99,498.15,B,B3,其他,普通企业,房地产业,3 years,1,0,2,1,5,2013-10-01,0,50.0,13,7.58,0.0,660.0,664.0,1.0,0,0,0.0,2676.0,26.8,1.0,Mar-1996,28504.0,1.0,4.0,0.0,6.0,20.0,15.0,1.0,0.0
290667,1583,8600.0,3,8.18,270.21,B,B1,工程师,普通企业,公共服务、社会组织,2 years,0,1,1,1,2,2015-09-01,4,507.0,19,12.7,0.0,665.0,669.0,1.0,0,0,0.0,10087.0,60.0,1.0,Feb-2005,4.0,1.0,3.0,0.0,2.0,12.0,8.0,0.0,0.0
436603,1584,20000.0,3,11.99,664.2,B,B5,工人,政府机构,金融业,10+ years,0,1,0,0,0,2017-07-01,1,342.0,21,24.32,1.0,660.0,664.0,0.0,0,0,0.0,63399.0,89.8,0.0,Jul-1977,1.0,1.0,6.0,0.0,1.0,13.0,8.0,3.0,0.0
52944,1585,10000.0,3,7.35,310.38,A,A4,工程师,上市企业,金融业,,0,1,0,1,3,2017-11-01,0,153.0,11,25.57,0.0,720.0,724.0,0.0,0,0,0.0,7061.0,32.0,0.0,Nov-1998,0.0,1.0,3.0,0.0,5.0,10.0,6.0,1.0,1.0
410722,1586,35000.0,3,11.49,1154.0,B,B5,工人,普通企业,房地产业,6 years,0,0,1,1,5,2016-10-01,3,106.0,12,8.37,0.0,700.0,704.0,0.0,0,0,0.0,6632.0,27.3,0.0,Apr-2005,3.0,1.0,3.0,0.0,4.0,11.0,6.0,3.0,0.0
703516,1587,15000.0,3,18.75,547.95,D,D3,公务员,上市企业,金融业,10+ years,1,1,0,0,0,2013-05-01,0,656.0,39,12.34,0.0,685.0,689.0,0.0,0,0,0.0,4834.0,44.3,1.0,Sep-1991,106.0,1.0,6.0,0.0,6.0,14.0,4.0,0.0,0.0
324261,1588,21000.0,3,8.88,436.48,B,B1,工人,幼教与中小学校,住宿和餐饮业,5 years,0,1,2,0,0,2010-11-01,0,358.0,21,13.23,0.0,725.0,729.0,0.0,9,459,122.70152032496333,22213.0,76.9,1.0,Oct-1985,605.0,1.0,,,,,,,0.0
487294,1589,15000.0,5,20.0,397.41,D,D4,工人,政府机构,交通运输、仓储和邮政业,2 years,0,0,2,0,0,2017-11-01,0,253.0,21,17.33,1.0,715.0,719.0,0.0,0,0,0.0,897.0,17.3,0.0,Sep-1999,0.0,1.0,2.0,0.0,19.0,5.0,4.0,4.0,1.0
548945,1590,28000.0,5,29.49,897.15,F,F2,职员,政府机构,金融业,1 year,0,1,2,0,0,2016-11-01,0,245.0,26,11.14,0.0,660.0,664.0,0.0,0,0,0.0,11353.0,99.6,0.0,Apr-1996,0.0,1.0,8.0,0.0,8.0,11.0,9.0,0.0,0.0
243092,1591,8000.0,3,15.59,279.64,C,C5,工人,幼教与中小学校,公共服务、社会组织,,2,1,2,0,0,2016-10-01,0,625.0,13,18.29,0.0,675.0,679.0,0.0,0,0,0.0,5249.0,40.4,1.0,Jul-1998,0.0,1.0,6.0,0.0,8.0,11.0,5.0,0.0,1.0
556595,1592,25000.0,5,25.29,738.04,E,E5,职员,普通企业,信息传输、软件和信息技术服务业,10+ years,1,1,0,0,0,2016-09-01,0,163.0,21,24.72,1.0,715.0,719.0,0.0,0,0,0.0,8165.0,18.3,1.0,Feb-2007,0.0,1.0,5.0,0.0,11.0,14.0,6.0,1.0,1.0
694905,1593,15000.0,3,14.99,519.91,C,C4,其他,上市企业,房地产业,5 years,0,0,0,0,0,2017-02-01,4,9.0,7,33.89,0.0,720.0,724.0,1.0,0,0,0.0,10634.0,29.4,0.0,Jun-2002,4.0,1.0,6.0,0.0,32.0,20.0,9.0,0.0,0.0
635731,1594,16800.0,3,6.89,517.9,A,A3,公务员,普通企业,住宿和餐饮业,1 year,0,1,0,1,0,2015-08-01,0,473.0,8,23.03,2.0,705.0,709.0,0.0,0,0,0.0,17327.0,82.1,0.0,Aug-2000,0.0,1.0,7.0,0.0,6.0,16.0,14.0,2.0,0.0
246294,1595,9600.0,3,15.31,334.25,C,C4,其他,普通企业,住宿和餐饮业,8 years,0,0,1,0,0,2014-05-01,5,149.0,22,20.03,2.0,675.0,679.0,0.0,0,0,0.0,4373.0,31.5,0.0,Apr-1996,6.0,1.0,4.0,0.0,7.0,15.0,8.0,0.0,1.0
269170,1596,12000.0,5,20.5,321.28,E,E1,公务员,普通企业,金融业,5 years,0,0,1,0,0,2014-01-01,0,264.0,30,24.68,1.0,675.0,679.0,0.0,0,0,0.0,18761.0,59.9,1.0,Mar-2004,0.0,1.0,10.0,0.0,4.0,13.0,5.0,1.0,0.0
467735,1597,20000.0,3,7.39,621.12,A,A4,其他,政府机构,采矿业,10+ years,0,2,1,1,0,2016-05-01,0,70.0,32,9.73,0.0,680.0,684.0,0.0,0,0,0.0,11205.0,21.0,0.0,Jul-2000,0.0,1.0,5.0,0.0,9.0,23.0,9.0,1.0,0.0
711937,1598,10000.0,3,12.59,334.97,C,C2,其他,政府机构,采矿业,10+ years,1,0,1,1,1,2015-12-01,0,167.0,8,11.86,0.0,675.0,679.0,0.0,0,0,0.0,9192.0,61.7,1.0,Jan-2005,0.0,1.0,5.0,0.0,5.0,12.0,5.0,1.0,0.0
436329,1599,4700.0,3,16.02,165.29,C,C5,其他,普通企业,信息传输、软件和信息技术服务业,6 years,0,0,2,0,0,2017-07-01,0,164.0,20,22.9,5.0,680.0,684.0,0.0,0,0,0.0,6537.0,48.0,0.0,Nov-1991,0.0,1.0,7.0,,11.0,11.0,3.0,0.0,0.0
439976,1600,12000.0,5,17.76,303.16,D,D1,其他,上市企业,住宿和餐饮业,2 years,2,1,2,1,0,2013-10-01,0,302.0,30,23.21,0.0,740.0,744.0,0.0,0,0,0.0,10572.0,34.0,0.0,Nov-2004,28.0,1.0,6.0,0.0,1.0,7.0,6.0,0.0,0.0
615941,1601,17050.0,3,10.99,558.12,B,B4,公务员,普通企业,农、林、牧、渔业,,0,1,2,1,2,2015-10-01,4,467.0,5,21.26,0.0,660.0,664.0,0.0,0,0,0.0,26309.0,71.1,0.0,Jun-1995,4.0,1.0,11.0,0.0,22.0,37.0,12.0,0.0,0.0
497741,1602,22000.0,3,9.99,709.78,B,B3,工人,幼教与中小学校,金融业,1 year,1,1,2,1,5,2015-08-01,0,109.0,21,24.7,0.0,735.0,739.0,0.0,0,0,0.0,25487.0,45.8,1.0,Mar-2005,0.0,1.0,5.0,0.0,6.0,12.0,7.0,0.0,0.0
782990,1603,10500.0,5,14.49,247.0,C,C4,其他,政府机构,公共服务、社会组织,< 1 year,1,0,1,1,0,2014-08-01,4,195.0,38,13.17,0.0,685.0,689.0,0.0,0,0,0.0,10713.0,72.9,0.0,Sep-2008,4.0,1.0,3.0,0.0,39.0,8.0,4.0,0.0,0.0
763631,1604,14125.0,5,25.81,421.33,E,E4,其他,上市企业,电力、热力生产供应业,3 years,0,0,0,0,0,2018-06-01,0,399.0,37,32.0,1.0,685.0,689.0,0.0,0,0,0.0,8772.0,33.7,0.0,Oct-2000,0.0,1.0,7.0,0.0,7.0,15.0,5.0,0.0,1.0
665914,1605,10400.0,5,15.31,249.12,C,C5,工程师,上市企业,制造业,10+ years,0,0,2,0,0,2016-03-01,4,679.0,19,13.68,0.0,675.0,679.0,0.0,0,0,0.0,19251.0,73.2,0.0,Nov-1992,4.0,1.0,9.0,0.0,2.0,11.0,7.0,0.0,1.0
513650,1606,14000.0,3,14.08,479.04,C,C3,工人,政府机构,国际组织,9 years,1,0,0,0,0,2017-10-01,0,524.0,20,13.15,0.0,720.0,724.0,0.0,0,0,0.0,28584.0,47.6,1.0,Jun-2003,0.0,1.0,4.0,0.0,2.0,11.0,7.0,0.0,0.0
401935,1607,10000.0,3,7.89,312.86,A,A5,工人,普通企业,金融业,9 years,1,1,1,0,0,2015-10-01,0,32.0,21,5.79,1.0,670.0,674.0,1.0,22,572,342.8969760200372,9376.0,30.2,0.0,Oct-1986,0.0,1.0,3.0,0.0,6.0,18.0,10.0,0.0,0.0
338332,1608,7375.0,3,14.99,255.63,C,C5,其他,普通企业,电力、热力生产供应业,7 years,1,0,1,0,0,2014-06-01,0,156.0,18,33.44,0.0,700.0,704.0,0.0,0,0,0.0,8167.0,63.3,1.0,Aug-2007,0.0,1.0,4.0,0.0,7.0,9.0,3.0,0.0,1.0
392807,1609,10000.0,3,7.07,309.1,A,A2,公务员,普通企业,金融业,10+ years,1,0,0,1,1,2017-08-01,0,143.0,8,4.27,0.0,780.0,784.0,0.0,0,0,0.0,7632.0,17.9,0.0,Aug-2001,0.0,1.0,2.0,0.0,3.0,11.0,9.0,0.0,0.0
223373,1610,30000.0,3,13.49,1017.92,C,C2,职员,政府机构,国际组织,5 years,0,0,1,1,5,2016-12-01,0,246.0,36,7.76,0.0,665.0,669.0,0.0,0,0,0.0,22935.0,55.4,1.0,Jul-2002,0.0,1.0,4.0,0.0,17.0,15.0,10.0,0.0,0.0
476624,1611,12000.0,3,16.49,424.8,D,D3,职员,政府机构,建筑业,10+ years,1,1,2,1,3,2011-06-01,2,369.0,21,4.14,0.0,665.0,669.0,0.0,0,0,0.0,8566.0,62.1,1.0,Dec-2000,289.0,1.0,,,,,,,0.0
147136,1612,16000.0,5,18.64,411.89,E,E1,工程师,幼教与中小学校,农、林、牧、渔业,10+ years,0,0,0,0,0,2012-02-01,2,460.0,27,14.02,0.0,675.0,679.0,0.0,0,0,0.0,14749.0,76.4,1.0,Mar-2000,60952.0,1.0,,,,,,,1.0
302193,1613,18000.0,3,9.49,576.51,B,B2,其他,上市企业,房地产业,10+ years,0,1,0,2,2,2016-10-01,0,568.0,0,27.82,0.0,720.0,724.0,1.0,0,0,0.0,14220.0,72.2,0.0,Sep-1978,0.0,1.0,3.0,0.0,10.0,7.0,4.0,0.0,0.0
424845,1614,35000.0,3,8.18,1099.69,B,B1,其他,幼教与中小学校,住宿和餐饮业,1 year,1,1,2,0,0,2015-04-01,4,166.0,8,21.73,0.0,730.0,734.0,0.0,0,0,0.0,7667.0,18.5,1.0,Jan-1993,4.0,1.0,5.0,0.0,13.0,23.0,11.0,0.0,1.0
636153,1615,7500.0,3,13.67,255.14,B,B5,其他,普通企业,电力、热力生产供应业,5 years,1,0,1,0,0,2012-06-01,0,345.0,20,23.87,0.0,675.0,679.0,0.0,0,0,0.0,6492.0,64.9,1.0,Mar-2006,31029.0,1.0,,,,,,,0.0
756936,1616,16000.0,5,8.99,332.06,B,B1,公务员,世界五百强,电力、热力生产供应业,3 years,1,0,1,1,5,2016-09-01,4,172.0,13,12.37,0.0,700.0,704.0,1.0,1,15,5.827287475424862,16814.0,47.9,1.0,Jan-1996,4.0,1.0,4.0,0.0,4.0,9.0,6.0,0.0,0.0
68403,1617,20000.0,5,15.05,476.33,C,C4,工程师,世界五百强,国际组织,10+ years,0,0,0,0,0,2017-07-01,2,267.0,27,19.94,0.0,730.0,734.0,0.0,0,0,0.0,17287.0,83.1,0.0,Oct-1996,5.0,1.0,3.0,0.0,9.0,15.0,6.0,0.0,1.0
780296,1618,2500.0,3,7.84,78.16,A,A4,职员,上市企业,住宿和餐饮业,< 1 year,0,0,1,0,0,2018-08-01,4,53.0,19,10.5,0.0,750.0,754.0,0.0,0,0,0.0,1263.0,23.8,0.0,Feb-2015,4.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0
152141,1619,30000.0,5,19.99,794.65,D,D4,工人,普通企业,电力、热力生产供应业,4 years,0,0,1,1,2,2016-07-01,0,29.0,19,17.41,16.0,690.0,694.0,0.0,0,0,0.0,71970.0,15.8,0.0,Feb-1970,0.0,1.0,4.0,0.0,31.0,34.0,22.0,17.0,0.0
110535,1620,12000.0,3,7.29,372.12,A,A4,其他,政府机构,交通运输、仓储和邮政业,8 years,0,0,0,0,0,2011-04-01,0,178.0,23,12.21,0.0,760.0,764.0,0.0,0,0,0.0,21840.0,21.5,1.0,Nov-1994,40.0,1.0,,,,,,,0.0
10448,1621,7200.0,3,6.99,222.29,A,A2,其他,普通企业,建筑业,3 years,0,1,0,0,0,2017-04-01,0,100.0,4,22.23,0.0,775.0,779.0,0.0,0,0,0.0,5884.0,13.8,0.0,Apr-2008,0.0,1.0,5.0,0.0,26.0,12.0,7.0,0.0,0.0
667353,1622,20000.0,5,13.33,458.45,C,C3,工人,普通企业,电力、热力生产供应业,5 years,0,0,1,0,0,2015-09-01,4,643.0,45,13.37,0.0,690.0,694.0,0.0,0,0,0.0,9721.0,23.9,1.0,Jun-2000,4.0,1.0,4.0,0.0,12.0,19.0,15.0,0.0,1.0
698277,1623,24000.0,3,7.89,750.86,A,A5,其他,上市企业,房地产业,10+ years,0,2,1,0,0,2016-03-01,0,66.0,14,27.51,0.0,675.0,679.0,0.0,0,0,0.0,19551.0,56.8,0.0,Aug-2003,0.0,1.0,6.0,0.0,19.0,11.0,5.0,0.0,0.0
350233,1624,11000.0,3,11.58,363.15,B,B3,其他,政府机构,建筑业,5 years,1,0,2,0,0,2009-07-01,0,134.0,8,9.32,0.0,720.0,724.0,0.0,0,0,0.0,19827.0,90.9,1.0,Mar-1999,18696.0,1.0,,,,,,,0.0
551547,1625,35000.0,3,10.74,1141.56,B,B2,工人,普通企业,公共服务、社会组织,3 years,0,1,1,0,0,2012-02-01,5,221.0,8,12.77,0.0,740.0,744.0,0.0,0,0,0.0,103879.0,48.3,1.0,Nov-1992,558.0,1.0,,,,,,,0.0
273856,1626,4000.0,3,18.99,146.61,D,D3,工程师,普通企业,农、林、牧、渔业,2 years,1,0,2,1,4,2017-04-01,0,56.0,8,4.1,1.0,660.0,664.0,0.0,0,0,0.0,1533.0,47.9,1.0,Apr-2013,0.0,1.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0
579691,1627,10800.0,3,14.65,372.54,C,C5,职员,政府机构,制造业,7 years,1,1,1,1,0,2015-09-01,0,124.0,13,5.87,0.0,665.0,669.0,1.0,0,0,0.0,3582.0,32.0,0.0,Aug-2002,0.0,1.0,3.0,0.0,0.0,16.0,7.0,0.0,0.0
401232,1628,20000.0,3,12.69,670.9,C,C2,其他,政府机构,房地产业,5 years,0,0,2,0,0,2015-02-01,4,311.0,2,24.78,0.0,675.0,679.0,0.0,18,1008,577.0143192826579,16319.0,65.8,1.0,Jul-2000,4.0,1.0,15.0,0.0,9.0,20.0,11.0,0.0,0.0
351952,1629,10000.0,3,14.47,344.07,C,C2,工程师,政府机构,交通运输、仓储和邮政业,< 1 year,1,1,0,1,2,2013-12-01,0,261.0,8,11.53,0.0,660.0,664.0,0.0,20,2360,1131.9988662237206,8729.0,66.6,1.0,Jan-2007,23044.0,1.0,7.0,0.0,2.0,13.0,6.0,0.0,0.0
471519,1630,5500.0,3,15.31,191.5,C,C5,其他,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,1,0,0,2016-03-01,0,112.0,23,9.13,0.0,660.0,664.0,1.0,0,0,0.0,4605.0,48.0,0.0,Oct-2003,0.0,1.0,4.0,0.0,14.0,11.0,3.0,1.0,1.0
706714,1631,7500.0,3,7.9,234.68,A,A4,公务员,政府机构,金融业,3 years,0,2,1,1,3,2014-01-01,4,99.0,8,20.36,0.0,705.0,709.0,1.0,0,0,0.0,9236.0,31.0,1.0,Oct-1991,4.0,1.0,8.0,0.0,30.0,15.0,9.0,0.0,0.0
38178,1632,20000.0,3,14.65,689.89,C,C5,职员,政府机构,交通运输、仓储和邮政业,10+ years,1,2,1,1,0,2015-04-01,5,49.0,12,21.16,2.0,660.0,664.0,0.0,0,0,0.0,7795.0,45.6,0.0,Jan-2002,6.0,1.0,3.0,0.0,24.0,17.0,8.0,0.0,0.0
714559,1633,9600.0,3,14.27,329.37,C,C2,工人,高等教育机构,公共服务、社会组织,8 years,1,0,0,1,0,2012-01-01,4,304.0,8,18.29,0.0,675.0,679.0,0.0,0,0,0.0,8281.0,69.8,1.0,Oct-2001,65.0,1.0,,,,,,,0.0
588057,1634,1000.0,3,19.52,36.92,E,E2,其他,普通企业,农、林、牧、渔业,3 years,2,1,1,0,0,2014-06-01,5,120.0,21,26.4,1.0,680.0,684.0,0.0,0,0,0.0,5011.0,96.4,0.0,Apr-2001,6.0,1.0,4.0,0.0,7.0,10.0,2.0,0.0,1.0
42451,1635,20000.0,3,12.12,665.44,B,B3,其他,政府机构,信息传输、软件和信息技术服务业,2 years,0,0,2,1,1,2013-06-01,4,240.0,21,10.69,0.0,680.0,684.0,0.0,0,0,0.0,30168.0,93.7,1.0,Dec-1998,38.0,1.0,4.0,0.0,4.0,10.0,7.0,0.0,0.0
112918,1636,20000.0,5,17.27,499.96,D,D3,公务员,普通企业,批发和零售业,10+ years,2,0,2,1,3,2016-01-01,0,36.0,13,20.31,0.0,670.0,674.0,1.0,0,0,0.0,16611.0,64.0,0.0,Aug-1989,0.0,1.0,10.0,,1.0,31.0,18.0,0.0,0.0
269799,1637,15000.0,3,11.99,498.15,B,B3,工人,上市企业,电力、热力生产供应业,4 years,1,0,2,0,0,2013-12-01,3,620.0,8,21.16,0.0,695.0,699.0,0.0,19,437,191.67107849362492,24419.0,44.9,1.0,Feb-2002,299.0,1.0,6.0,0.0,5.0,26.0,10.0,0.0,0.0
681634,1638,18000.0,3,16.99,641.66,D,D3,职员,幼教与中小学校,建筑业,4 years,0,0,2,1,1,2015-07-01,0,112.0,23,13.18,1.0,660.0,664.0,0.0,0,0,0.0,5028.0,29.9,1.0,Jun-2001,0.0,1.0,5.0,0.0,2.0,7.0,5.0,1.0,1.0
662414,1639,3000.0,3,15.31,104.46,C,C2,公务员,普通企业,信息传输、软件和信息技术服务业,6 years,0,0,0,0,0,2012-07-01,2,635.0,3,15.47,0.0,670.0,674.0,0.0,0,0,0.0,9885.0,49.2,1.0,Aug-1998,8244.0,1.0,,,,,,,0.0
331570,1640,5325.0,3,8.9,169.09,A,A5,其他,幼教与中小学校,交通运输、仓储和邮政业,10+ years,0,1,2,0,0,2013-11-01,4,259.0,19,19.07,0.0,685.0,689.0,0.0,0,0,0.0,22402.0,70.2,0.0,Jun-2001,241.0,1.0,4.0,0.0,4.0,6.0,3.0,0.0,0.0
716298,1641,15000.0,3,16.55,531.44,D,D2,其他,普通企业,房地产业,< 1 year,0,0,1,0,0,2015-05-01,0,233.0,19,18.5,0.0,660.0,664.0,0.0,0,0,0.0,25546.0,47.9,1.0,Nov-1992,0.0,1.0,7.0,0.0,1.0,16.0,7.0,0.0,1.0
477491,1642,24500.0,3,13.49,831.3,C,C2,其他,政府机构,房地产业,3 years,0,0,2,0,0,2016-08-01,2,108.0,21,26.31,0.0,660.0,664.0,1.0,0,0,0.0,19137.0,63.6,0.0,Jun-1999,5.0,1.0,4.0,0.0,7.0,16.0,13.0,0.0,1.0
341335,1643,14025.0,3,8.18,440.66,B,B1,其他,普通企业,住宿和餐饮业,7 years,1,1,1,0,0,2015-04-01,0,230.0,2,12.22,0.0,740.0,744.0,0.0,0,0,0.0,6918.0,41.7,0.0,Nov-1998,0.0,1.0,2.0,0.0,8.0,17.0,12.0,0.0,0.0
90165,1644,20000.0,5,15.59,482.02,C,C5,工程师,普通企业,电力、热力生产供应业,10+ years,0,0,1,3,1,2016-08-01,0,92.0,18,19.73,0.0,675.0,679.0,0.0,0,0,0.0,9118.0,60.4,0.0,Jul-2002,0.0,1.0,5.0,0.0,10.0,21.0,13.0,2.0,0.0
565801,1645,20000.0,5,25.57,593.73,F,F5,其他,普通企业,国际组织,3 years,1,0,1,1,0,2013-12-01,0,355.0,18,24.68,0.0,690.0,694.0,0.0,26,3510,1815.1409490302103,32087.0,75.7,1.0,May-2003,22544.0,1.0,8.0,0.0,4.0,26.0,11.0,0.0,0.0
599691,1646,20000.0,3,9.49,640.57,B,B2,职员,普通企业,交通运输、仓储和邮政业,3 years,2,1,0,0,0,2016-08-01,0,498.0,32,9.72,1.0,665.0,669.0,0.0,0,0,0.0,14083.0,52.7,0.0,Sep-2001,0.0,1.0,10.0,0.0,7.0,19.0,5.0,5.0,1.0
794302,1647,30000.0,5,11.99,667.19,B,B5,其他,普通企业,金融业,,0,1,2,1,4,2017-09-01,0,107.0,30,3.89,0.0,760.0,764.0,0.0,0,0,0.0,10485.0,23.5,0.0,Nov-1992,0.0,1.0,5.0,0.0,1.0,9.0,7.0,0.0,0.0
67699,1648,4500.0,3,17.09,160.64,D,D1,职员,普通企业,交通运输、仓储和邮政业,10+ years,1,0,2,1,5,2018-02-01,3,29.0,19,25.41,0.0,685.0,689.0,1.0,0,0,0.0,21824.0,33.3,0.0,Feb-2001,3.0,1.0,16.0,0.0,5.0,24.0,9.0,0.0,0.0
210924,1649,8000.0,3,9.16,255.0,B,B2,其他,普通企业,公共服务、社会组织,10+ years,2,1,0,1,0,2016-04-01,4,104.0,23,34.56,0.0,750.0,754.0,1.0,0,0,0.0,4573.0,17.1,0.0,Oct-1995,4.0,1.0,5.0,0.0,3.0,38.0,28.0,0.0,0.0
